,name,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
158,Dem Know (feat. Kempi),False,7,0.624,0.772,7,-6.71,0,0.0575,0.478,0.0,0.206,0.651,131.101
159,Fifa,True,44,0.804,0.741,6,-6.084,0,0.348,0.226,1.97e-05,0.0672,0.448,97.001
160,Uit de Trap,True,38,0.908,0.765,2,-5.138,1,0.0596,0.247,2.8e-06,0.112,0.563,127.019
161,3asses,True,50,0.822,0.799,9,-6.602,0,0.255,0.1,0.0,0.0685,0.774,170.094
162,20 Jaar,True,48,0.688,0.703,8,-5.877,0,0.33,0.554,4.67e-06,0.0885,0.546,99.769
163,De Introductie,True,26,0.569,0.622,9,-8.907,0,0.149,0.0265,0.0,0.0965,0.118,128.356
164,Black Owned,False,24,0.773,0.572,10,-8.52,0,0.189,0.0706,0.0,0.113,0.639,149.947
165,What Is Food,True,22,0.58,0.51,2,-8.377,1,0.411,0.175,2.9e-06,0.137,0.564,80.431
166,T’Challa,False,24,0.904,0.523,0,-7.4,1,0.334,0.0458,0.0,0.106,0.345,140.064
167,Reconnect,True,32,0.65,0.614,7,-7.689,1,0.274,0.338,0.00163,0.14,0.636,85.988
168,Ego,True,22,0.689,0.632,8,-6.746,0,0.337,0.665,0.0,0.0814,0.675,89.925
169,Winstverdeling,True,23,0.538,0.728,10,-7.566,0,0.472,0.104,0.0,0.322,0.525,85.757
170,Mind Your Business,True,15,0.779,0.663,7,-7.191,0,0.172,0.059,0.0,0.203,0.649,144.998
171,My Love,False,43,0.759,0.511,1,-7.126,0,0.39,0.151,0.0,0.15,0.421,90.725
172,In the Picture,True,29,0.717,0.787,10,-5.923,0,0.229,0.0476,0.0,0.244,0.514,94.035
173,Wegwijzer,False,28,0.84,0.855,4,-7.601,0,0.0843,0.0589,1.16e-05,0.327,0.726,118.061
174,My Life (feat. Lijpe),True,39,0.892,0.885,1,-6.394,1,0.264,0.391,0.0,0.108,0.802,129.836
175,Doorgaan,False,29,0.832,0.907,1,-6.957,0,0.312,0.211,0.0,0.11,0.381,96.036
176,5 Voor,False,24,0.893,0.725,9,-4.571,0,0.152,0.0925,0.0,0.0627,0.573,120.06
177,Onbekende Nummer,False,28,0.849,0.683,8,-7.206,1,0.0699,0.243,0.0,0.089,0.183,95.019
178,Sinds Klein,True,29,0.879,0.816,2,-6.987,1,0.0544,0.055,6.73e-05,0.138,0.545,129.934
179,Het Leven Van De Straat,False,10,0.772,0.69,2,-6.101,1,0.474,0.304,0.0,0.15,0.777,92.007
180,Praatjes Voor Iedereen (feat. Brainpower),False,6,0.766,0.802,9,-6.284,0,0.208,0.0642,0.0,0.276,0.887,95.977
181,Leipe Mocro Flavour,False,35,0.969,0.656,2,-8.467,1,0.0821,0.0241,0.0,0.0617,0.791,106.975
182,Ik Ben Je Zat (feat. Brace),False,25,0.627,0.742,1,-5.688,1,0.266,0.028,0.0,0.0812,0.5,171.932
183,Geweigerd.NI,False,9,0.877,0.625,10,-6.583,0,0.302,0.0426,0.0,0.0935,0.81,94.516
184,Opstaan,True,18,0.606,0.668,0,-5.842,1,0.364,0.115,1.85e-05,0.271,0.491,180.094
185,Krazy,True,12,0.67,0.665,5,-4.577,1,0.0782,0.000291,0.0408,0.529,0.352,88.031
186,Real,True,15,0.504,0.737,2,-5.902,1,0.256,0.00665,1.66e-06,0.499,0.458,88.117
187,Spiegelbeeld,True,9,0.903,0.661,0,-7.504,1,0.232,0.137,0.0,0.0985,0.405,102.018
188,Nog Steeds Hier,True,9,0.525,0.635,9,-8.18,0,0.0398,0.00212,1.25e-05,0.0882,0.185,99.947
189,Eigen Rijk,True,15,0.752,0.494,2,-8.822,1,0.211,0.0124,2.93e-06,0.281,0.399,92.988
190,Stilte Op De Set,True,9,0.703,0.496,4,-11.138,0,0.379,0.111,1.39e-06,0.091,0.534,89.892
191,SSL 2 101 Sessie #363,True,15,0.873,0.655,1,-7.807,1,0.263,0.211,1.07e-06,0.0757,0.856,94.01
192,Trauma's,True,19,0.546,0.541,0,-6.729,1,0.228,0.00532,6.54e-05,0.291,0.193,89.092
193,Lesgeld,True,9,0.57,0.665,7,-8.353,1,0.327,0.0828,0.0,0.148,0.264,92.572
194,Rocks 101 Sessie #382,True,22,0.835,0.595,0,-8.231,1,0.313,0.157,3.15e-06,0.171,0.498,92.006
195,Rbdjan 101 Sessie #382,True,17,0.487,0.789,9,-6.308,1,0.284,0.0173,0.00204,0.516,0.569,92.924
196,Patek / RM,True,48,0.727,0.652,1,-6.134,1,0.228,0.676,2.45e-05,0.279,0.365,112.074
197,Handrem,True,50,0.483,0.793,9,-5.528,0,0.376,0.281,0.0,0.14,0.576,179.796
198,Van A naar B,True,50,0.787,0.667,9,-6.268,0,0.277,0.697,1.74e-06,0.121,0.365,100.021
199,Van De Buurt,True,42,0.754,0.554,6,-7.765,0,0.423,0.55,0.0,0.0999,0.465,93.537
200,Slaap Op Papier,True,47,0.731,0.621,1,-4.956,0,0.368,0.707,0.0,0.119,0.632,96.364
201,Michelin,True,41,0.663,0.725,7,-4.832,1,0.336,0.612,1.29e-06,0.119,0.626,93.837
202,Achter Standbeen,True,42,0.764,0.67,1,-6.104,0,0.396,0.218,0.0,0.233,0.583,98.052
203,Niemand Begrijpt,True,41,0.865,0.747,3,-4.725,0,0.319,0.541,0.000164,0.106,0.369,99.973
204,Tijdloos,True,41,0.854,0.8,1,-5.41,0,0.15,0.389,0.0,0.269,0.415,95.006
205,Ogenblik Geduld,False,10,0.662,0.853,4,-4.91,0,0.0457,0.00813,0.0,0.113,0.533,90.042
206,Zakenman,False,14,0.792,0.705,6,-5.43,0,0.246,0.107,0.0,0.171,0.659,87.975
207,Intro,True,30,0.791,0.73,6,-8.102,0,0.0517,0.265,0.0,0.115,0.738,105.018
208,Chika,True,39,0.869,0.549,10,-9.335,0,0.0445,0.558,0.0,0.0723,0.537,118.163
209,Ogen Dicht (feat. Maxime Mata),True,37,0.74,0.536,10,-9.336,1,0.431,0.754,3.27e-05,0.363,0.637,91.033
210,Vitrines (feat. MocroManiac),True,33,0.831,0.611,9,-8.438,0,0.205,0.487,2.09e-06,0.105,0.741,119.944
211,Scenario,True,29,0.883,0.548,9,-7.139,0,0.205,0.608,1.32e-05,0.087,0.695,120.089
212,Voor Alle Soldiers,True,28,0.823,0.585,10,-8.932,0,0.0978,0.377,0.0,0.153,0.567,95.983
213,Criminalité,True,27,0.834,0.689,7,-6.147,1,0.078,0.195,0.0,0.072,0.511,101.04
214,Complete Plaatje,True,27,0.788,0.58,2,-9.639,0,0.379,0.199,0.0,0.14,0.585,97.054
215,Sinner,True,42,0.809,0.646,5,-5.97,0,0.295,0.24,0.000124,0.182,0.616,110.11
216,Mafkezen,True,18,0.559,0.677,8,-6.245,1,0.42,0.285,0.0,0.29,0.915,91.033
217,Bob Sticky,True,18,0.679,0.833,6,-5.411,1,0.318,0.216,1.64e-05,0.0963,0.31,90.538
218,Verwend,True,17,0.803,0.701,4,-5.85,0,0.261,0.444,1.82e-06,0.277,0.651,90.042
219,Opgezwolle De Volle,True,27,0.436,0.843,8,-7.461,0,0.408,0.156,0.0,0.728,0.381,180.431
220,Ritmen,True,16,0.667,0.877,4,-4.251,0,0.382,0.146,1.47e-05,0.151,0.514,92.922
221,Als Die Mic Aan Staat,True,21,0.565,0.809,9,-4.642,0,0.273,0.58,1.1e-06,0.124,0.318,95.844
222,Voor Die Peeps,True,14,0.763,0.782,10,-4.519,0,0.317,0.0607,0.0,0.649,0.932,97.894
223,XI,True,14,0.611,0.91,9,-4.762,0,0.384,0.0924,0.0,0.12,0.557,96.25
224,Zwolle,True,24,0.804,0.58,9,-6.511,0,0.275,0.553,0.0,0.543,0.531,94.944
225,Spuugdingen Op De Mic,True,18,0.876,0.668,6,-5.069,0,0.227,0.229,0.00218,0.437,0.911,92.982
226,t Duurde Effe,True,14,0.676,0.736,1,-4.948,0,0.416,0.17,0.0,0.123,0.786,94.001
227,Kruidig & Pittig,True,13,0.734,0.766,4,-5.545,0,0.272,0.525,4.25e-06,0.429,0.75,93.842
228,Sporen,False,26,0.796,0.546,1,-8.009,1,0.355,0.253,0.0,0.351,0.669,93.918
229,Shotgun,False,4,0.854,0.84,7,-6.797,1,0.277,0.165,0.0,0.362,0.353,96.1
230,"Oost West, Thuis Best",False,55,0.673,0.631,8,-8.284,0,0.368,0.412,0.0,0.107,0.676,94.211
231,Geen Cartoon,True,43,0.913,0.488,2,-9.991,1,0.365,0.166,0.0,0.207,0.403,110.055
232,Geen Uitleg,True,24,0.758,0.533,1,-9.151,1,0.377,0.167,0.0,0.197,0.421,92.035
233,Wolken,True,47,0.734,0.463,8,-11.886,1,0.0675,0.185,0.548,0.0864,0.167,94.98
234,Mijn Pad,False,29,0.783,0.823,2,-4.288,1,0.103,0.0816,0.0,0.106,0.33,94.988
235,Wat Was De Reden,False,13,0.703,0.988,7,-5.748,1,0.0798,0.0567,0.0,0.342,0.597,128.06
236,Waar Wil Je Heen,False,8,0.716,0.891,5,-4.629,1,0.224,0.135,0.0,0.125,0.52,185.982
237,Vragenlijst (feat. Derenzo),False,5,0.851,0.733,1,-5.342,1,0.0689,0.0357,0.0,0.101,0.46,97.519
238,Drie Musketier (feat. Ali B & Soesi B),False,5,0.768,0.873,9,-5.907,1,0.18,0.0889,0.0,0.134,0.71,84.747
239,Nieuwste RS6,False,59,0.735,0.548,4,-9.276,0,0.341,0.694,0.0,0.109,0.342,90.522
240,Brooklyn,False,51,0.687,0.502,9,-9.284,0,0.468,0.495,0.0,0.106,0.37,86.021
241,In Die Tijd,False,48,0.774,0.439,10,-8.926,0,0.314,0.725,1.66e-05,0.12,0.429,93.16
242,Risico,False,45,0.761,0.527,4,-9.95,0,0.505,0.501,0.0,0.126,0.39,98.818
243,We Hadden Niks,False,46,0.579,0.575,9,-8.794,1,0.189,0.195,1.6e-05,0.137,0.279,115.533
244,Eventjes Weg,False,48,0.733,0.494,10,-9.293,0,0.389,0.251,0.0,0.115,0.425,90.287
245,Gelijk Weg,False,48,0.767,0.473,8,-9.831,1,0.354,0.658,0.0,0.191,0.561,92.886
246,Dankbaar,False,45,0.858,0.531,0,-8.289,0,0.37,0.273,0.0,0.125,0.277,95.109
247,Allang,False,46,0.663,0.566,7,-9.316,0,0.512,0.656,2.67e-05,0.108,0.419,117.887
248,Uit Elkaar,False,56,0.716,0.712,4,-6.247,1,0.128,0.218,0.0,0.112,0.562,84.978
249,Niet Voor De Views,True,43,0.754,0.686,8,-5.209,1,0.324,0.0463,0.0,0.177,0.5,93.028
250,"Kleine Jongen (feat. Def P, Jiggy Dje & Diggy Dex)",True,20,0.384,0.666,2,-8.875,0,0.395,0.647,0.0,0.197,0.727,175.815
251,Gekkenhuis FT. Jawat,True,35,0.721,0.67,9,-5.513,1,0.248,0.138,0.0,0.659,0.108,96.003
252,Day & Night,True,0,0.54,0.646,9,-7.736,0,0.472,0.41,0.0,0.069,0.575,118.743
253,Faktap Broeder,True,34,0.789,0.79,8,-4.776,0,0.108,0.372,8.59e-05,0.103,0.733,122.9
254,Habiba,True,60,0.898,0.813,8,-5.725,0,0.306,0.113,0.0,0.0854,0.771,126.986
255,Hoop,False,37,0.769,0.612,2,-7.166,1,0.0978,0.208,0.0037,0.166,0.101,95.974
256,Voorjekijkendoorlopen,True,29,0.862,0.56,1,-8.11,1,0.182,0.0822,0.0,0.343,0.39,119.958
257,Studiosessie 276 - 101Barz - Pt. 2,True,17,0.803,0.579,5,-10.748,0,0.383,0.0741,0.0,0.156,0.637,99.117
258,Sukkel Voor De Liefde,False,56,0.601,0.464,1,-11.578,0,0.486,0.75,0.000105,0.0936,0.0849,89.639
259,Klokkenluiders,False,28,0.488,0.799,2,-6.989,1,0.232,0.0298,0.0,0.243,0.425,102.783
260,King Kong,False,28,0.919,0.651,1,-6.858,1,0.177,0.0271,0.0,0.125,0.495,112.996
261,Als Het Fout Gaat,True,42,0.815,0.541,7,-8.251,1,0.389,0.178,0.0,0.112,0.461,104.54
262,Niks,True,34,0.526,0.879,11,-4.504,0,0.514,0.553,0.0,0.384,0.783,206.936
263,Terug Naar Toen (feat. Lijpe),True,49,0.757,0.712,11,-6.721,0,0.416,0.236,0.0,0.21,0.498,96.434
264,Vooruitzicht,True,40,0.671,0.525,7,-8.266,1,0.353,0.424,0.0,0.122,0.466,92.427
265,Omkeren,True,38,0.727,0.669,4,-7.193,0,0.449,0.338,0.0,0.0965,0.579,122.061
266,Allemaal Safe,True,36,0.498,0.54,8,-8.544,0,0.274,0.5,5.46e-05,0.115,0.203,166.652
267,Vergeef Me,True,36,0.81,0.596,11,-9.392,0,0.33,0.599,6.09e-06,0.127,0.321,99.817
268,Wedstrijd,True,38,0.731,0.517,2,-7.644,1,0.384,0.124,0.0,0.103,0.209,154.924
269,Geel Paars Groen,True,39,0.766,0.704,1,-7.033,0,0.369,0.164,0.0,0.279,0.391,90.096
270,Uit De Goot,True,35,0.9,0.537,4,-6.987,0,0.323,0.152,1.76e-06,0.143,0.176,102.984
271,Eigen Rechten,True,36,0.635,0.645,2,-6.504,1,0.423,0.658,0.0,0.0903,0.397,103.258
272,Snelle Jelle,True,29,0.782,0.592,3,-9.971,0,0.363,0.425,0.0,0.119,0.651,169.793
273,La Blanca,True,44,0.9,0.731,0,-7.111,0,0.19,0.0511,0.0,0.332,0.595,105.954
274,Overdosis,True,34,0.855,0.416,1,-11.091,0,0.456,0.0802,0.0,0.159,0.302,76.615
275,Miyek,True,59,0.719,0.566,9,-8.736,0,0.0898,0.592,0.0,0.148,0.526,119.933
276,Ups & Downs,True,27,0.757,0.576,8,-9.029,1,0.336,0.513,0.0,0.0627,0.136,96.746
277,Strijden Voor Dit (feat. Lijpe),True,30,0.802,0.653,10,-9.246,0,0.304,0.0117,0.0,0.204,0.636,94.469
278,Waar Ik Vandaan Kom,True,26,0.927,0.623,9,-8.147,0,0.305,0.106,0.0,0.0976,0.485,95.023
279,Dom Ofzo (feat. Kempi),True,24,0.889,0.628,11,-8.183,0,0.378,0.0533,0.00363,0.0346,0.762,127.949
280,Blijven Stacken,True,24,0.664,0.484,1,-10.964,1,0.213,0.0256,0.000437,0.141,0.149,75.084
281,Motion,True,24,0.936,0.494,9,-7.87,0,0.335,0.157,0.0,0.0686,0.367,129.946
282,Loterij,True,25,0.661,0.612,9,-8.718,0,0.51,0.31,0.0,0.249,0.226,136.07
283,Bestemming,True,23,0.771,0.668,5,-9.515,0,0.371,0.0381,0.0,0.316,0.726,92.963
284,V8,True,24,0.836,0.529,8,-10.753,0,0.34,0.032,0.0,0.104,0.489,140.059
285,Geen Emoties,True,23,0.799,0.61,0,-8.685,0,0.467,0.334,0.0,0.193,0.671,76.358
286,Gesignaleerd,True,26,0.59,0.483,1,-10.32,1,0.7,0.0771,0.0,0.125,0.231,75.024
287,Stuntman,True,29,0.693,0.836,8,-5.299,1,0.0382,0.0465,1.36e-05,0.286,0.198,140.032
288,Intro,True,18,0.808,0.859,10,-5.372,0,0.134,0.185,0.0,0.339,0.617,100.039
289,Valt Niet Mee,True,35,0.805,0.413,1,-6.275,1,0.177,0.113,0.0,0.154,0.295,91.058
290,Alles Voor Me,True,31,0.84,0.675,11,-6.389,0,0.159,0.039,0.000205,0.0954,0.165,101.973
291,Andere Tijd,True,31,0.635,0.7,9,-7.165,0,0.294,0.0153,0.000283,0.137,0.4,149.921
292,Uitweg,True,32,0.779,0.664,4,-6.735,0,0.308,0.0384,0.0,0.0904,0.487,100.149
293,Altijd,True,31,0.768,0.691,1,-7.562,0,0.319,0.504,0.0,0.0805,0.586,139.952
294,Zo Heet,True,32,0.783,0.688,2,-6.564,1,0.328,0.107,0.000129,0.114,0.672,124.724
295,Tevreden,True,35,0.731,0.664,9,-5.785,0,0.309,0.255,0.0,0.0516,0.631,93.027
296,Luister Goed,True,36,0.725,0.573,0,-8.238,1,0.209,0.0411,0.00671,0.138,0.125,91.898
297,BrainFreeze,True,45,0.579,0.642,9,-7.177,0,0.0931,0.177,0.000188,0.564,0.397,100.137
298,Geen Zorgen Meer,True,40,0.672,0.466,7,-9.089,0,0.316,0.754,0.0,0.0752,0.482,89.612
299,Het Komt Allemaal Goed,True,43,0.631,0.644,7,-6.361,1,0.2,0.0437,0.000769,0.608,0.255,98.719
300,M'n Brada,True,36,0.479,0.647,9,-6.233,0,0.465,0.373,0.0,0.0275,0.504,67.56
301,Alleen,True,33,0.723,0.577,7,-6.035,1,0.325,0.413,3.94e-05,0.0784,0.627,88.57
302,Begraaf Me Als Een G,False,40,0.637,0.886,1,-2.663,0,0.192,0.367,0.0,0.11,0.687,76.916
303,Dan Weet Je Het Nu,True,29,0.648,0.645,4,-8.201,1,0.336,0.126,3.91e-06,0.149,0.683,179.306
304,"Klein, Klein Jongetje",False,36,0.745,0.57,5,-8.318,1,0.228,0.0346,0.0,0.346,0.522,91.489
305,Bliksemschicht,False,26,0.427,0.727,1,-7.625,1,0.218,0.148,0.00196,0.14,0.26,87.94
306,Slaap,False,47,0.699,0.871,10,-3.256,0,0.144,0.0558,0.0,0.144,0.73,100.055
307,Op De Straat - Bonus Track,False,39,0.819,0.467,6,-8.818,0,0.343,0.0452,8.92e-06,0.0525,0.409,92.971
308,Wees Op Je Hoede,False,3,0.787,0.815,2,-8.124,1,0.277,0.292,0.0,0.0803,0.266,96.049
309,Bima 9ada,True,47,0.814,0.773,1,-9.301,1,0.0718,0.55,4.98e-05,0.138,0.324,104.956
310,Eigenaar,True,44,0.646,0.699,10,-5.726,1,0.364,0.136,0.0,0.229,0.671,91.381
311,Wat We Allemaal Deden,True,33,0.836,0.477,6,-10.945,1,0.135,0.77,9.87e-05,0.108,0.333,115.866
312,Goed Zien,True,42,0.757,0.467,3,-9.138,0,0.308,0.371,0.0,0.193,0.605,99.472
313,Regen,True,48,0.623,0.479,5,-8.874,1,0.418,0.269,0.0,0.32,0.634,96.9
314,Undercover,True,35,0.653,0.438,11,-8.927,0,0.865,0.395,0.0,0.167,0.334,100.109
315,Bijna Bij De Jackpot,True,37,0.634,0.582,4,-6.772,0,0.55,0.445,0.0,0.113,0.167,119.832
316,Strijders,True,39,0.777,0.526,2,-6.811,1,0.476,0.38,0.0,0.184,0.506,99.483
317,Gewoon,True,36,0.805,0.828,7,-3.487,1,0.283,0.429,0.0,0.196,0.411,129.926
318,Sloopsessie,True,39,0.826,0.797,9,-3.084,1,0.356,0.0995,6.94e-06,0.122,0.367,102.086
319,Eng,True,55,0.646,0.65,7,-6.424,0,0.365,0.247,0.0,0.0999,0.235,131.174
320,Jezelf,True,47,0.809,0.472,8,-8.331,1,0.396,0.378,0.0,0.126,0.0947,109.944
321,Rennen,True,34,0.663,0.55,7,-5.155,0,0.376,0.148,2.96e-06,0.198,0.39,127.143
322,Pitbull,True,44,0.901,0.819,11,-5.642,0,0.25,0.106,0.0,0.0731,0.724,130.925
323,Alles Voor Niks,True,43,0.684,0.583,9,-5.391,0,0.404,0.304,0.0,0.0646,0.314,83.05
324,Codes,True,33,0.626,0.665,8,-4.697,0,0.233,0.524,0.000383,0.0838,0.213,89.021
325,Rekeningen,True,34,0.595,0.556,1,-5.43,0,0.509,0.345,9.67e-05,0.106,0.299,76.875
326,Hoofdpijn,True,34,0.827,0.555,9,-5.905,0,0.357,0.72,0.0,0.093,0.364,99.939
327,Intro,True,46,0.773,0.693,6,-7.902,1,0.394,0.156,0.0,0.113,0.457,93.764
328,Moeilijke Tijd / Blijf Bezig,True,38,0.548,0.768,11,-6.968,0,0.423,0.0656,0.0,0.322,0.553,94.968
329,Kapot,True,35,0.58,0.523,9,-9.363,0,0.459,0.0333,0.0,0.251,0.233,83.463
330,Beter Dan Eerst,True,37,0.899,0.747,1,-6.836,0,0.322,0.531,0.0,0.206,0.72,119.041
331,Rolls Sessie,True,47,0.799,0.559,7,-8.577,1,0.351,0.0279,0.0,0.105,0.652,46.503
332,Sofiane,True,51,0.772,0.643,9,-8.629,0,0.422,0.0701,0.0,0.0901,0.429,96.03
333,Ontastbaar,True,40,0.803,0.622,10,-5.667,0,0.185,0.0042,0.000594,0.209,0.508,156.013
334,Accepteren,True,50,0.561,0.715,10,-5.31,0,0.237,0.00103,0.0,0.184,0.0981,98.224
335,Actief,True,34,0.876,0.682,1,-6.668,0,0.414,0.186,0.0,0.126,0.511,101.601
336,Bang Bang (Op Je Achterkant),True,39,0.838,0.766,1,-6.237,0,0.327,0.0971,0.000885,0.0742,0.845,92.97
337,Walibi,True,46,0.695,0.605,0,-9.849,1,0.456,0.0483,0.0,0.0767,0.424,92.711
338,Is Dit Alles Voor Me?,True,43,0.883,0.657,11,-5.548,1,0.174,0.0902,0.0,0.81,0.261,103.004
339,Ogen In Je Rug,True,44,0.622,0.714,9,-5.391,0,0.269,0.311,0.0,0.147,0.759,85.03
